DEBUG:root:Loaded 10000 invoices from ../data/invoices.csv
DEBUG:root:Filtered 10000 invoices without POs
DEBUG:root:Loaded 7 purchase orders from ../data/pos.csv
DEBUG:root:Loaded 10000 invoices from ../data/invoices.csv
DEBUG:root:Loaded 7 purchase orders from ../data/pos.csv
DEBUG:root:No matching PO found for invoice 12/05/1992
DEBUG:root:No matching PO found for invoice 21/07/1974
DEBUG:root:No matching PO found for invoice 04/03/1987
DEBUG:root:No matching PO found for invoice 06/09/2020
DEBUG:root:No matching PO found for invoice 24/06/1988
DEBUG:root:No matching PO found for invoice 10/07/1998
DEBUG:root:No matching PO found for invoice 22/11/1989
DEBUG:root:No matching PO found for invoice 20/01/2012
DEBUG:root:No matching PO found for invoice 20/04/1985
DEBUG:root:No matching PO found for invoice 21/03/1995
DEBUG:root:No matching PO found for invoice 09/11/1987
DEBUG:root:No matching PO found for invoice 11/05/2015
DEBUG:root:No matching PO found for invoice 06/08/1984
DEBUG:root:No matching PO found for invoice 02/02/1979
DEBUG:root:No matching PO found for invoice 09/06/1990
DEBUG:root:No matching PO found for invoice 30/03/1979
DEBUG:root:No matching PO found for invoice 27/12/2015
DEBUG:root:No matching PO found for invoice 19/08/2004
DEBUG:root:No matching PO found for invoice 13/06/1979
DEBUG:root:No matching PO found for invoice 26/02/2007
DEBUG:root:No matching PO found for invoice 14/01/2004
DEBUG:root:No matching PO found for invoice 11/04/2007
DEBUG:root:No matching PO found for invoice 07/01/1980
DEBUG:root:No matching PO found for invoice 15/09/2014
DEBUG:root:No matching PO found for invoice 14/06/1984
DEBUG:root:No matching PO found for invoice 18/02/1982
DEBUG:root:No matching PO found for invoice 02/05/1972
DEBUG:root:No matching PO found for invoice 24/11/1976
DEBUG:root:No matching PO found for invoice 13/11/1997
DEBUG:root:No matching PO found for invoice 15/09/2018
DEBUG:root:No matching PO found for invoice 28/10/2011
DEBUG:root:No matching PO found for invoice 18/07/1984
DEBUG:root:No matching PO found for invoice 19/02/1981
DEBUG:root:No matching PO found for invoice 02/03/1991
DEBUG:root:No matching PO found for invoice 09/01/1977
DEBUG:root:No matching PO found for invoice 09/04/2020
DEBUG:root:No matching PO found for invoice 15/03/1991
DEBUG:root:No matching PO found for invoice 30/01/1971
DEBUG:root:No matching PO found for invoice 26/10/2007
DEBUG:root:No matching PO found for invoice 19/08/1971
DEBUG:root:No matching PO found for invoice 16/04/1977
DEBUG:root:No matching PO found for invoice 29/06/2005
DEBUG:root:No matching PO found for invoice 09/09/1989
DEBUG:root:No matching PO found for invoice 26/01/2001
DEBUG:root:No matching PO found for invoice 29/07/2017
DEBUG:root:No matching PO found for invoice 23/03/1977
DEBUG:root:No matching PO found for invoice 14/03/1976
DEBUG:root:No matching PO found for invoice 28/11/1985
DEBUG:root:No matching PO found for invoice 26/01/1980
DEBUG:root:No matching PO found for invoice 02/08/1976
DEBUG:root:No matching PO found for invoice 28/10/1978
DEBUG:root:No matching PO found for invoice 14/03/1983
DEBUG:root:No matching PO found for invoice 29/04/1987
DEBUG:root:No matching PO found for invoice 28/02/2019
DEBUG:root:No matching PO found for invoice 05/05/1986
DEBUG:root:No matching PO found for invoice 01/07/2007
DEBUG:root:No matching PO found for invoice 09/02/1983
DEBUG:root:No matching PO found for invoice 24/02/1990
DEBUG:root:No matching PO found for invoice 06/12/2012
DEBUG:root:No matching PO found for invoice 21/11/1984
DEBUG:root:No matching PO found for invoice 24/10/2009
DEBUG:root:No matching PO found for invoice 22/03/1974
DEBUG:root:No matching PO found for invoice 02/10/1983
DEBUG:root:No matching PO found for invoice 29/03/2014
DEBUG:root:No matching PO found for invoice 05/11/2007
DEBUG:root:No matching PO found for invoice 14/11/2016
DEBUG:root:No matching PO found for invoice 31/10/1995
DEBUG:root:No matching PO found for invoice 24/04/1973
DEBUG:root:No matching PO found for invoice 29/09/1980
DEBUG:root:No matching PO found for invoice 14/01/1989
DEBUG:root:No matching PO found for invoice 06/11/2013
DEBUG:root:No matching PO found for invoice 27/11/1983
DEBUG:root:No matching PO found for invoice 05/06/1982
DEBUG:root:No matching PO found for invoice 15/01/2017
DEBUG:root:No matching PO found for invoice 07/12/1974
DEBUG:root:No matching PO found for invoice 26/12/2015
DEBUG:root:No matching PO found for invoice 10/08/2014
DEBUG:root:No matching PO found for invoice 06/02/1993
DEBUG:root:No matching PO found for invoice 02/01/2017
DEBUG:root:No matching PO found for invoice 29/05/1981
DEBUG:root:No matching PO found for invoice 14/08/1989
DEBUG:root:No matching PO found for invoice 16/04/1986
DEBUG:root:No matching PO found for invoice 22/02/2001
DEBUG:root:No matching PO found for invoice 06/12/2015
DEBUG:root:No matching PO found for invoice 04/09/2000
DEBUG:root:No matching PO found for invoice 29/02/2020
DEBUG:root:No matching PO found for invoice 05/09/1972
DEBUG:root:No matching PO found for invoice 06/01/2011
DEBUG:root:No matching PO found for invoice 09/09/2017
DEBUG:root:No matching PO found for invoice 12/05/2006
DEBUG:root:No matching PO found for invoice 19/03/1998
DEBUG:root:No matching PO found for invoice 11/10/1995
DEBUG:root:No matching PO found for invoice 05/08/1999
DEBUG:root:No matching PO found for invoice 18/03/1999
DEBUG:root:No matching PO found for invoice 25/09/1972
DEBUG:root:No matching PO found for invoice 28/08/2000
DEBUG:root:No matching PO found for invoice 28/01/1992
DEBUG:root:No matching PO found for invoice 15/05/1995
DEBUG:root:No matching PO found for invoice 01/01/2022
DEBUG:root:No matching PO found for invoice 23/08/1993
DEBUG:root:No matching PO found for invoice 22/04/1996
DEBUG:root:No matching PO found for invoice 09/01/2022
DEBUG:root:No matching PO found for invoice 22/01/2008
DEBUG:root:No matching PO found for invoice 07/02/1989
DEBUG:root:No matching PO found for invoice 11/03/1996
DEBUG:root:No matching PO found for invoice 25/12/1981
DEBUG:root:No matching PO found for invoice 01/05/2017
DEBUG:root:No matching PO found for invoice 12/02/1989
DEBUG:root:No matching PO found for invoice 18/07/1986
DEBUG:root:No matching PO found for invoice 29/08/1974
DEBUG:root:No matching PO found for invoice 18/01/1974
DEBUG:root:No matching PO found for invoice 25/06/2021
DEBUG:root:No matching PO found for invoice 28/07/1976
DEBUG:root:No matching PO found for invoice 14/07/1980
DEBUG:root:No matching PO found for invoice 10/01/2005
DEBUG:root:No matching PO found for invoice 16/05/1971
DEBUG:root:No matching PO found for invoice 01/09/2000
DEBUG:root:No matching PO found for invoice 14/02/1998
DEBUG:root:No matching PO found for invoice 19/07/1997
DEBUG:root:No matching PO found for invoice 10/09/2021
DEBUG:root:No matching PO found for invoice 04/02/2011
DEBUG:root:No matching PO found for invoice 06/06/1982
DEBUG:root:No matching PO found for invoice 02/10/1970
DEBUG:root:No matching PO found for invoice 02/12/1970
DEBUG:root:No matching PO found for invoice 22/06/1997
DEBUG:root:No matching PO found for invoice 17/11/2002
DEBUG:root:No matching PO found for invoice 16/01/1982
DEBUG:root:No matching PO found for invoice 04/01/1975
DEBUG:root:No matching PO found for invoice 31/08/1975
DEBUG:root:No matching PO found for invoice 12/06/2005
DEBUG:root:No matching PO found for invoice 20/12/1983
DEBUG:root:No matching PO found for invoice 05/02/2000
DEBUG:root:No matching PO found for invoice 12/06/2011
DEBUG:root:No matching PO found for invoice 06/02/1995
DEBUG:root:No matching PO found for invoice 18/02/1976
DEBUG:root:No matching PO found for invoice 29/07/1997
DEBUG:root:No matching PO found for invoice 26/11/1971
DEBUG:root:No matching PO found for invoice 31/10/1975
DEBUG:root:No matching PO found for invoice 07/10/1984
DEBUG:root:No matching PO found for invoice 07/06/1972
DEBUG:root:No matching PO found for invoice 12/08/2016
DEBUG:root:No matching PO found for invoice 26/07/2006
DEBUG:root:No matching PO found for invoice 28/05/1998
DEBUG:root:No matching PO found for invoice 03/05/1984
DEBUG:root:No matching PO found for invoice 04/09/1988
DEBUG:root:No matching PO found for invoice 28/06/2014
DEBUG:root:No matching PO found for invoice 19/11/2013
DEBUG:root:No matching PO found for invoice 05/12/2016
DEBUG:root:No matching PO found for invoice 18/09/1985
DEBUG:root:No matching PO found for invoice 09/09/2003
DEBUG:root:No matching PO found for invoice 10/02/1988
DEBUG:root:No matching PO found for invoice 15/09/2013
DEBUG:root:No matching PO found for invoice 28/01/2009
DEBUG:root:No matching PO found for invoice 26/08/1985
DEBUG:root:No matching PO found for invoice 15/07/2000
DEBUG:root:No matching PO found for invoice 14/11/1973
DEBUG:root:No matching PO found for invoice 17/05/1990
DEBUG:root:No matching PO found for invoice 23/07/1982
DEBUG:root:No matching PO found for invoice 22/03/1984
DEBUG:root:No matching PO found for invoice 06/08/1979
DEBUG:root:No matching PO found for invoice 22/02/2017
DEBUG:root:No matching PO found for invoice 27/08/2014
DEBUG:root:No matching PO found for invoice 10/03/2011
DEBUG:root:No matching PO found for invoice 04/08/1976
DEBUG:root:No matching PO found for invoice 05/04/1980
DEBUG:root:No matching PO found for invoice 08/09/2019
DEBUG:root:No matching PO found for invoice 07/02/1985
DEBUG:root:No matching PO found for invoice 31/03/1983
DEBUG:root:No matching PO found for invoice 24/07/1972
DEBUG:root:No matching PO found for invoice 12/03/2006
DEBUG:root:No matching PO found for invoice 16/09/1987
DEBUG:root:No matching PO found for invoice 08/02/1998
DEBUG:root:No matching PO found for invoice 30/06/1986
DEBUG:root:No matching PO found for invoice 01/11/2007
DEBUG:root:No matching PO found for invoice 10/09/1998
DEBUG:root:No matching PO found for invoice 04/05/1989
DEBUG:root:No matching PO found for invoice 22/08/1979
DEBUG:root:No matching PO found for invoice 17/08/2009
DEBUG:root:No matching PO found for invoice 11/11/2017
DEBUG:root:No matching PO found for invoice 02/09/1990
DEBUG:root:No matching PO found for invoice 25/10/1992
DEBUG:root:No matching PO found for invoice 08/04/1981
DEBUG:root:No matching PO found for invoice 03/05/1998
DEBUG:root:No matching PO found for invoice 30/07/1981
DEBUG:root:No matching PO found for invoice 20/09/1975
DEBUG:root:No matching PO found for invoice 17/03/1978
DEBUG:root:No matching PO found for invoice 09/07/1993
DEBUG:root:No matching PO found for invoice 17/02/1987
DEBUG:root:No matching PO found for invoice 19/10/2021
DEBUG:root:No matching PO found for invoice 17/12/1991
DEBUG:root:No matching PO found for invoice 26/08/2007
DEBUG:root:No matching PO found for invoice 14/06/1974
DEBUG:root:No matching PO found for invoice 05/03/1971
DEBUG:root:No matching PO found for invoice 11/05/1994
DEBUG:root:No matching PO found for invoice 25/02/2005
DEBUG:root:No matching PO found for invoice 02/05/1982
DEBUG:root:No matching PO found for invoice 04/11/2005
DEBUG:root:No matching PO found for invoice 13/12/1978
DEBUG:root:No matching PO found for invoice 26/04/2006
DEBUG:root:No matching PO found for invoice 08/07/1985
DEBUG:root:No matching PO found for invoice 18/09/1986
DEBUG:root:No matching PO found for invoice 05/10/2017
DEBUG:root:No matching PO found for invoice 10/09/2013
DEBUG:root:No matching PO found for invoice 02/09/1999
DEBUG:root:No matching PO found for invoice 25/02/2010
DEBUG:root:No matching PO found for invoice 29/04/2004
DEBUG:root:No matching PO found for invoice 22/06/2001
DEBUG:root:No matching PO found for invoice 09/03/1981
DEBUG:root:No matching PO found for invoice 17/12/1972
DEBUG:root:No matching PO found for invoice 28/05/1990
DEBUG:root:No matching PO found for invoice 04/03/1992
DEBUG:root:No matching PO found for invoice 15/07/2011
DEBUG:root:No matching PO found for invoice 07/04/1990
DEBUG:root:No matching PO found for invoice 13/06/2003
DEBUG:root:No matching PO found for invoice 14/05/1982
DEBUG:root:No matching PO found for invoice 12/09/2016
DEBUG:root:No matching PO found for invoice 26/05/1987
DEBUG:root:No matching PO found for invoice 03/07/1998
DEBUG:root:No matching PO found for invoice 18/05/1979
DEBUG:root:No matching PO found for invoice 03/08/2005
DEBUG:root:No matching PO found for invoice 05/06/2020
DEBUG:root:No matching PO found for invoice 24/06/2012
DEBUG:root:No matching PO found for invoice 30/08/2019
DEBUG:root:No matching PO found for invoice 13/03/1990
DEBUG:root:No matching PO found for invoice 26/03/2015
DEBUG:root:No matching PO found for invoice 31/10/1976
DEBUG:root:No matching PO found for invoice 08/05/1970
DEBUG:root:No matching PO found for invoice 14/10/1973
DEBUG:root:No matching PO found for invoice 16/07/1995
DEBUG:root:No matching PO found for invoice 29/06/2006
DEBUG:root:No matching PO found for invoice 08/10/1990
DEBUG:root:No matching PO found for invoice 23/05/1976
DEBUG:root:No matching PO found for invoice 15/09/1993
DEBUG:root:No matching PO found for invoice 15/06/1975
DEBUG:root:No matching PO found for invoice 29/04/1995
DEBUG:root:No matching PO found for invoice 25/01/2001
DEBUG:root:No matching PO found for invoice 15/06/2005
DEBUG:root:No matching PO found for invoice 29/10/1990
DEBUG:root:No matching PO found for invoice 25/08/1985
DEBUG:root:No matching PO found for invoice 22/08/1982
DEBUG:root:No matching PO found for invoice 16/11/2003
DEBUG:root:No matching PO found for invoice 09/07/2002
DEBUG:root:No matching PO found for invoice 19/06/1986
DEBUG:root:No matching PO found for invoice 11/08/1993
DEBUG:root:No matching PO found for invoice 18/11/2021
DEBUG:root:No matching PO found for invoice 15/06/1984
DEBUG:root:No matching PO found for invoice 05/07/2009
DEBUG:root:No matching PO found for invoice 10/05/2000
DEBUG:root:No matching PO found for invoice 24/10/1986
DEBUG:root:No matching PO found for invoice 13/10/1988
DEBUG:root:No matching PO found for invoice 04/02/2012
DEBUG:root:No matching PO found for invoice 11/02/1985
DEBUG:root:No matching PO found for invoice 07/04/1978
DEBUG:root:No matching PO found for invoice 18/10/2005
DEBUG:root:No matching PO found for invoice 03/04/1984
DEBUG:root:No matching PO found for invoice 28/11/1980
DEBUG:root:No matching PO found for invoice 24/01/1981
DEBUG:root:No matching PO found for invoice 13/06/1980
DEBUG:root:No matching PO found for invoice 03/04/1982
DEBUG:root:No matching PO found for invoice 01/07/2001
DEBUG:root:No matching PO found for invoice 27/09/2016
DEBUG:root:No matching PO found for invoice 11/08/2015
DEBUG:root:No matching PO found for invoice 13/11/1998
DEBUG:root:No matching PO found for invoice 15/03/2000
DEBUG:root:No matching PO found for invoice 23/01/1972
DEBUG:root:No matching PO found for invoice 14/01/1993
DEBUG:root:No matching PO found for invoice 29/01/1984
DEBUG:root:No matching PO found for invoice 27/01/1994
DEBUG:root:No matching PO found for invoice 17/09/2018
DEBUG:root:No matching PO found for invoice 28/07/1973
DEBUG:root:No matching PO found for invoice 06/03/2014
DEBUG:root:No matching PO found for invoice 07/07/1980
DEBUG:root:No matching PO found for invoice 03/09/2016
DEBUG:root:No matching PO found for invoice 06/02/1981
DEBUG:root:No matching PO found for invoice 27/01/1974
DEBUG:root:No matching PO found for invoice 10/07/1990
DEBUG:root:No matching PO found for invoice 06/05/1990
DEBUG:root:No matching PO found for invoice 04/09/1975
DEBUG:root:No matching PO found for invoice 09/04/1985
DEBUG:root:No matching PO found for invoice 11/09/1981
DEBUG:root:No matching PO found for invoice 06/10/2020
DEBUG:root:No matching PO found for invoice 15/12/1987
DEBUG:root:No matching PO found for invoice 03/09/1971
DEBUG:root:No matching PO found for invoice 30/07/2014
DEBUG:root:No matching PO found for invoice 29/01/2008
DEBUG:root:No matching PO found for invoice 22/03/2003
DEBUG:root:No matching PO found for invoice 03/07/2005
DEBUG:root:No matching PO found for invoice 16/08/1989
DEBUG:root:No matching PO found for invoice 19/03/1993
DEBUG:root:No matching PO found for invoice 28/09/1978
DEBUG:root:No matching PO found for invoice 04/03/1979
DEBUG:root:No matching PO found for invoice 01/01/1994
DEBUG:root:No matching PO found for invoice 25/02/1982
DEBUG:root:No matching PO found for invoice 21/01/2003
DEBUG:root:No matching PO found for invoice 10/08/2013
DEBUG:root:No matching PO found for invoice 24/10/1995
DEBUG:root:No matching PO found for invoice 29/03/1981
DEBUG:root:No matching PO found for invoice 20/06/2005
DEBUG:root:No matching PO found for invoice 14/09/1988
DEBUG:root:No matching PO found for invoice 29/08/1994
DEBUG:root:No matching PO found for invoice 25/11/1978
DEBUG:root:No matching PO found for invoice 07/01/1972
DEBUG:root:No matching PO found for invoice 14/05/1971
DEBUG:root:No matching PO found for invoice 19/07/2001
DEBUG:root:No matching PO found for invoice 14/09/1992
DEBUG:root:No matching PO found for invoice 22/03/2018
DEBUG:root:No matching PO found for invoice 20/04/1993
DEBUG:root:No matching PO found for invoice 12/11/1978
DEBUG:root:No matching PO found for invoice 27/08/1977
DEBUG:root:No matching PO found for invoice 16/07/2017
DEBUG:root:No matching PO found for invoice 11/11/1971
DEBUG:root:No matching PO found for invoice 12/03/1979
DEBUG:root:No matching PO found for invoice 15/07/1991
DEBUG:root:No matching PO found for invoice 03/09/1984
DEBUG:root:No matching PO found for invoice 18/04/2014
DEBUG:root:No matching PO found for invoice 17/03/2004
DEBUG:root:No matching PO found for invoice 09/09/1993
DEBUG:root:No matching PO found for invoice 03/06/2011
DEBUG:root:No matching PO found for invoice 14/08/2021
DEBUG:root:No matching PO found for invoice 06/12/1981
DEBUG:root:No matching PO found for invoice 12/08/1984
DEBUG:root:No matching PO found for invoice 11/06/2006
DEBUG:root:No matching PO found for invoice 20/06/1985
DEBUG:root:No matching PO found for invoice 12/05/2017
DEBUG:root:No matching PO found for invoice 29/06/1981
DEBUG:root:No matching PO found for invoice 21/11/1970
DEBUG:root:No matching PO found for invoice 11/07/1975
DEBUG:root:No matching PO found for invoice 01/01/1990
DEBUG:root:No matching PO found for invoice 21/05/2016
DEBUG:root:No matching PO found for invoice 19/03/2008
DEBUG:root:No matching PO found for invoice 21/01/2005
DEBUG:root:No matching PO found for invoice 21/08/2002
DEBUG:root:No matching PO found for invoice 22/09/2005
DEBUG:root:No matching PO found for invoice 07/12/1973
DEBUG:root:No matching PO found for invoice 30/09/2001
DEBUG:root:No matching PO found for invoice 07/08/2001
DEBUG:root:No matching PO found for invoice 25/03/2015
DEBUG:root:No matching PO found for invoice 17/09/2000
DEBUG:root:No matching PO found for invoice 14/07/1991
DEBUG:root:No matching PO found for invoice 14/08/2005
DEBUG:root:No matching PO found for invoice 24/07/2020
DEBUG:root:No matching PO found for invoice 28/12/1995
DEBUG:root:No matching PO found for invoice 24/01/2014
DEBUG:root:No matching PO found for invoice 10/02/1976
DEBUG:root:No matching PO found for invoice 09/07/1972
DEBUG:root:No matching PO found for invoice 01/12/1989
DEBUG:root:No matching PO found for invoice 31/08/2002
DEBUG:root:No matching PO found for invoice 10/04/2008
DEBUG:root:No matching PO found for invoice 13/04/2015
DEBUG:root:No matching PO found for invoice 11/09/2016
DEBUG:root:No matching PO found for invoice 09/10/2021
DEBUG:root:No matching PO found for invoice 27/12/2005
DEBUG:root:No matching PO found for invoice 01/11/1998
DEBUG:root:No matching PO found for invoice 02/10/1978
DEBUG:root:No matching PO found for invoice 22/09/1993
DEBUG:root:No matching PO found for invoice 13/05/2010
DEBUG:root:No matching PO found for invoice 19/08/1989
DEBUG:root:No matching PO found for invoice 28/06/1972
DEBUG:root:No matching PO found for invoice 05/07/2007
DEBUG:root:No matching PO found for invoice 22/08/1974
DEBUG:root:No matching PO found for invoice 30/05/2016
DEBUG:root:No matching PO found for invoice 27/02/2018
DEBUG:root:No matching PO found for invoice 15/03/1977
DEBUG:root:No matching PO found for invoice 08/08/1994
DEBUG:root:No matching PO found for invoice 20/09/2004
DEBUG:root:No matching PO found for invoice 06/04/1993
DEBUG:root:No matching PO found for invoice 26/08/2016
DEBUG:root:No matching PO found for invoice 02/11/2019
DEBUG:root:No matching PO found for invoice 27/05/2005
DEBUG:root:No matching PO found for invoice 04/05/1988
DEBUG:root:No matching PO found for invoice 21/05/1972
DEBUG:root:No matching PO found for invoice 13/04/2018
DEBUG:root:No matching PO found for invoice 01/12/2008
DEBUG:root:No matching PO found for invoice 08/01/1995
DEBUG:root:No matching PO found for invoice 03/03/1995
DEBUG:root:No matching PO found for invoice 20/01/1993
DEBUG:root:No matching PO found for invoice 21/10/1975
DEBUG:root:No matching PO found for invoice 22/01/1984
DEBUG:root:No matching PO found for invoice 27/10/2008
DEBUG:root:No matching PO found for invoice 18/02/2003
DEBUG:root:No matching PO found for invoice 23/07/1999
DEBUG:root:No matching PO found for invoice 20/11/2014
DEBUG:root:No matching PO found for invoice 27/09/2015
DEBUG:root:No matching PO found for invoice 12/06/1995
DEBUG:root:No matching PO found for invoice 04/10/2020
DEBUG:root:No matching PO found for invoice 11/10/2016
DEBUG:root:No matching PO found for invoice 12/02/1992
DEBUG:root:No matching PO found for invoice 31/07/1971
DEBUG:root:No matching PO found for invoice 14/07/1993
DEBUG:root:No matching PO found for invoice 30/01/1970
DEBUG:root:No matching PO found for invoice 05/10/2006
DEBUG:root:No matching PO found for invoice 29/01/2017
DEBUG:root:No matching PO found for invoice 05/04/1984
DEBUG:root:No matching PO found for invoice 08/05/2021
DEBUG:root:No matching PO found for invoice 31/12/2009
DEBUG:root:No matching PO found for invoice 26/12/1993
DEBUG:root:No matching PO found for invoice 01/05/1998
DEBUG:root:No matching PO found for invoice 17/10/1989
DEBUG:root:No matching PO found for invoice 16/07/1975
DEBUG:root:No matching PO found for invoice 24/07/1982
DEBUG:root:No matching PO found for invoice 28/07/1980
DEBUG:root:No matching PO found for invoice 24/08/1972
DEBUG:root:No matching PO found for invoice 17/07/2015
DEBUG:root:No matching PO found for invoice 22/11/2003
DEBUG:root:No matching PO found for invoice 21/11/1970
DEBUG:root:No matching PO found for invoice 15/06/2006
DEBUG:root:No matching PO found for invoice 30/07/2010
DEBUG:root:No matching PO found for invoice 18/03/2006
DEBUG:root:No matching PO found for invoice 23/06/2018
DEBUG:root:No matching PO found for invoice 07/04/2018
DEBUG:root:No matching PO found for invoice 25/02/2008
DEBUG:root:No matching PO found for invoice 22/04/2015
DEBUG:root:No matching PO found for invoice 01/02/1983
DEBUG:root:No matching PO found for invoice 06/06/2014
DEBUG:root:No matching PO found for invoice 14/03/1991
DEBUG:root:No matching PO found for invoice 17/06/1992
DEBUG:root:No matching PO found for invoice 19/09/1996
DEBUG:root:No matching PO found for invoice 24/09/1983
DEBUG:root:No matching PO found for invoice 07/03/2007
DEBUG:root:No matching PO found for invoice 03/06/2010
DEBUG:root:No matching PO found for invoice 26/02/1975
DEBUG:root:No matching PO found for invoice 08/05/1994
DEBUG:root:No matching PO found for invoice 05/11/2012
DEBUG:root:No matching PO found for invoice 01/04/2013
DEBUG:root:No matching PO found for invoice 15/08/2012
DEBUG:root:No matching PO found for invoice 16/05/1996
DEBUG:root:No matching PO found for invoice 29/07/2010
DEBUG:root:No matching PO found for invoice 09/05/2013
DEBUG:root:No matching PO found for invoice 23/03/2003
DEBUG:root:No matching PO found for invoice 27/12/1987
DEBUG:root:No matching PO found for invoice 06/08/2016
DEBUG:root:No matching PO found for invoice 23/05/1980
DEBUG:root:No matching PO found for invoice 25/12/1981
DEBUG:root:No matching PO found for invoice 23/04/2007
DEBUG:root:No matching PO found for invoice 10/12/1977
DEBUG:root:No matching PO found for invoice 22/10/2009
DEBUG:root:No matching PO found for invoice 23/05/1982
DEBUG:root:No matching PO found for invoice 24/01/1978
DEBUG:root:No matching PO found for invoice 21/06/1975
DEBUG:root:No matching PO found for invoice 16/10/2018
DEBUG:root:No matching PO found for invoice 24/12/1972
DEBUG:root:No matching PO found for invoice 16/04/1987
DEBUG:root:No matching PO found for invoice 10/12/2000
DEBUG:root:No matching PO found for invoice 25/08/2004
DEBUG:root:No matching PO found for invoice 16/04/1979
DEBUG:root:No matching PO found for invoice 21/08/1986
DEBUG:root:No matching PO found for invoice 13/12/2001
DEBUG:root:No matching PO found for invoice 02/07/2018
DEBUG:root:No matching PO found for invoice 07/06/2006
DEBUG:root:No matching PO found for invoice 05/12/2002
DEBUG:root:No matching PO found for invoice 23/06/1973
DEBUG:root:No matching PO found for invoice 13/05/2014
DEBUG:root:No matching PO found for invoice 29/05/1971
DEBUG:root:No matching PO found for invoice 25/10/1970
DEBUG:root:No matching PO found for invoice 12/02/1979
DEBUG:root:No matching PO found for invoice 26/02/2018
DEBUG:root:No matching PO found for invoice 09/09/2009
DEBUG:root:No matching PO found for invoice 02/06/1975
DEBUG:root:No matching PO found for invoice 24/11/1973
DEBUG:root:No matching PO found for invoice 24/10/2002
DEBUG:root:No matching PO found for invoice 13/10/2014
DEBUG:root:No matching PO found for invoice 27/09/1984
DEBUG:root:No matching PO found for invoice 09/03/1997
DEBUG:root:No matching PO found for invoice 16/02/2013
DEBUG:root:No matching PO found for invoice 21/03/2005
DEBUG:root:No matching PO found for invoice 28/04/2019
DEBUG:root:No matching PO found for invoice 24/05/2013
DEBUG:root:No matching PO found for invoice 24/01/1979
DEBUG:root:No matching PO found for invoice 18/03/1970
DEBUG:root:No matching PO found for invoice 26/01/1972
DEBUG:root:No matching PO found for invoice 10/11/1982
DEBUG:root:No matching PO found for invoice 29/11/2000
DEBUG:root:No matching PO found for invoice 25/07/1971
DEBUG:root:No matching PO found for invoice 12/02/1970
DEBUG:root:No matching PO found for invoice 23/09/2001
DEBUG:root:No matching PO found for invoice 02/02/2005
DEBUG:root:No matching PO found for invoice 29/12/1993
DEBUG:root:No matching PO found for invoice 29/05/1980
DEBUG:root:No matching PO found for invoice 16/08/2001
DEBUG:root:No matching PO found for invoice 13/06/1977
DEBUG:root:No matching PO found for invoice 30/05/2010
DEBUG:root:No matching PO found for invoice 17/09/1990
DEBUG:root:No matching PO found for invoice 09/02/2008
DEBUG:root:No matching PO found for invoice 19/10/1987
DEBUG:root:No matching PO found for invoice 14/02/2003
DEBUG:root:No matching PO found for invoice 07/08/2017
DEBUG:root:No matching PO found for invoice 03/12/2000
DEBUG:root:No matching PO found for invoice 28/02/1979
DEBUG:root:No matching PO found for invoice 27/04/1991
DEBUG:root:No matching PO found for invoice 15/03/1993
DEBUG:root:No matching PO found for invoice 13/06/1991
DEBUG:root:No matching PO found for invoice 15/12/1985
DEBUG:root:No matching PO found for invoice 10/05/2012
DEBUG:root:No matching PO found for invoice 25/06/1971
DEBUG:root:No matching PO found for invoice 29/12/1977
DEBUG:root:No matching PO found for invoice 31/12/1985
DEBUG:root:No matching PO found for invoice 07/05/1994
DEBUG:root:No matching PO found for invoice 03/12/2008
DEBUG:root:No matching PO found for invoice 27/06/2020
DEBUG:root:No matching PO found for invoice 03/06/2005
DEBUG:root:No matching PO found for invoice 06/10/1980
DEBUG:root:No matching PO found for invoice 14/12/2013
DEBUG:root:No matching PO found for invoice 11/01/1975
DEBUG:root:No matching PO found for invoice 23/01/2006
DEBUG:root:No matching PO found for invoice 21/05/1982
DEBUG:root:No matching PO found for invoice 14/05/1999
DEBUG:root:No matching PO found for invoice 12/08/2015
DEBUG:root:No matching PO found for invoice 09/01/2001
DEBUG:root:No matching PO found for invoice 19/06/2008
DEBUG:root:No matching PO found for invoice 20/02/1974
DEBUG:root:No matching PO found for invoice 12/04/2019
DEBUG:root:No matching PO found for invoice 27/08/1980
DEBUG:root:No matching PO found for invoice 08/06/1993
DEBUG:root:No matching PO found for invoice 17/05/1974
DEBUG:root:No matching PO found for invoice 05/01/2022
DEBUG:root:No matching PO found for invoice 21/06/1997
DEBUG:root:No matching PO found for invoice 13/08/2009
DEBUG:root:No matching PO found for invoice 25/08/2007
DEBUG:root:No matching PO found for invoice 22/01/2007
DEBUG:root:No matching PO found for invoice 26/04/1991
DEBUG:root:No matching PO found for invoice 08/06/1973
DEBUG:root:No matching PO found for invoice 16/10/2008
DEBUG:root:No matching PO found for invoice 07/09/1985
DEBUG:root:No matching PO found for invoice 01/11/1986
DEBUG:root:No matching PO found for invoice 08/02/2016
DEBUG:root:No matching PO found for invoice 22/12/1981
DEBUG:root:No matching PO found for invoice 14/04/1976
DEBUG:root:No matching PO found for invoice 20/12/1983
DEBUG:root:No matching PO found for invoice 02/05/1997
DEBUG:root:No matching PO found for invoice 05/09/1978
DEBUG:root:No matching PO found for invoice 31/10/2006
DEBUG:root:No matching PO found for invoice 15/03/2004
